PassengerId,Sex,Age,SibSp,Parch,Fare,Cabin,FamilySize,is_alone,Pclass_1,Pclass_2,Pclass_3,genTitle_Master,genTitle_Miss,genTitle_Mr,genTitle_Mrs,genTitle_Nobility,genTitle_Officer,genTitle_Professionals,normFare,Survived
863,1,48,0,0,25.9292,D,1,1,1,0,0,0,0,0,1,0,0,0,3.2932112,1
864,1,18,8,2,69.55,U,11,0,0,0,1,0,1,0,0,0,0,0,4.256321678,0
865,0,24,0,0,13,U,1,1,0,1,0,0,0,1,0,0,0,0,2.63905733,0
866,1,42,0,0,13,U,1,1,0,1,0,0,0,0,1,0,0,0,2.63905733,1
867,1,27,1,0,13.8583,U,2,0,0,1,0,0,1,0,0,0,0,0,2.698558632,1
868,0,31,0,0,50.4958,A,1,1,1,0,0,0,0,1,0,0,0,0,3.941500251,0
869,0,26,0,0,9.5,U,1,1,0,0,1,0,0,1,0,0,0,0,2.351375257,0
870,0,4,1,1,11.1333,U,3,0,0,0,1,1,0,0,0,0,0,0,2.495953739,1
871,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
872,1,47,1,1,52.5542,D,3,0,1,0,0,0,0,0,1,0,0,0,3.980694225,1
873,0,33,0,0,5,B,1,1,1,0,0,0,0,1,0,0,0,0,1.791759469,0
874,0,47,0,0,9,U,1,1,0,0,1,0,0,1,0,0,0,0,2.302585093,0
875,1,28,1,0,24,U,2,0,0,1,0,0,0,0,1,0,0,0,3.218875825,1
876,1,15,0,0,7.225,U,1,1,0,0,1,0,1,0,0,0,0,0,2.107178297,1
877,0,20,0,0,9.8458,U,1,1,0,0,1,0,0,1,0,0,0,0,2.383777908,0
878,0,19,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
879,0,26,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
880,1,56,0,1,83.1583,C,2,0,1,0,0,0,0,0,1,0,0,0,4.432699549,1
881,1,25,0,1,26,U,2,0,0,1,0,0,0,0,1,0,0,0,3.295836866,1
882,0,33,0,0,7.8958,U,1,1,0,0,1,0,0,1,0,0,0,0,2.185579255,0
883,1,22,0,0,10.5167,U,1,1,0,0,1,0,1,0,0,0,0,0,2.443798156,0
884,0,28,0,0,10.5,U,1,1,0,1,0,0,0,1,0,0,0,0,2.442347035,0
885,0,25,0,0,7.05,U,1,1,0,0,1,0,0,1,0,0,0,0,2.085672091,0
886,1,39,0,5,29.125,U,6,0,0,0,1,0,0,0,1,0,0,0,3.405355392,0
887,0,27,0,0,13,U,1,1,0,1,0,0,0,0,0,0,0,1,2.63905733,0
888,1,19,0,0,30,B,1,1,1,0,0,0,1,0,0,0,0,0,3.433987204,1
889,1,18,1,2,23.45,U,4,0,0,0,1,0,1,0,0,0,0,0,3.196630216,0
890,0,26,0,0,30,C,1,1,1,0,0,0,0,1,0,0,0,0,3.433987204,1
891,0,32,0,0,7.75,U,1,1,0,0,1,0,0,1,0,0,0,0,2.1690537,0
